id,type,label,category,year,journal
"P251","Paper","Polymerized and Colloidal Ionic Liquids — Syntheses and Applications","self_healing","2024","Chemical Reviews 2024, 124, 3813-3931"
"MAT_3D_topologies_","Material","3D topologies)","material","",""
"MAT_nonimidazolium_nuclei","Material","nonimidazolium nuclei","material","",""
"MAT_step_growth_PILs","Material","step-growth PILs","material","",""
"MAT_cross_linked_CILs","Material","cross-linked CILs","material","",""
"METH_Review_of_synthesis_methods__radical_cha","Method","Review of synthesis methods: radical chain polymer","method","",""
"METH_step_growth_chemistries","Method","step-growth chemistries","method","",""
"METH_click_chemistry","Method","click chemistry","method","",""
"METH_characterization_of_MW","Method","characterization of MW","method","",""
"METH_thermal_properties","Method","thermal properties","method","",""
"METH_ion_transport","Method","ion transport","method","",""
"METH_self_healing","Method","self-healing","method","",""
"P252","Paper","Advanced Interfacial Design for Electronic Skins with Customizable Functionalities and Wearability","other","","Advanced Functional Materials (review)"
"MAT_Electronic_skins","Material","Electronic skins","material","",""
"MAT_functional_components__sensing","Material","functional components (sensing","material","",""
"MAT_power","Material","power","material","",""
"MAT_therapy_","Material","therapy)","material","",""
"MAT_interface_components__adhesion","Material","interface components (adhesion","material","",""
"MAT_energy_mass_transfer_","Material","energy/mass transfer)","material","",""
"MAT_skin_adhesion_materials","Material","skin adhesion materials","material","",""
"METH_Review_of_skin_adhesion_mechanisms","Method","Review of skin adhesion mechanisms","method","",""
"METH_interface_design_strategies","Method","interface design strategies","method","",""
"METH_wearability_and_functionality_optimizati","Method","wearability and functionality optimization","method","",""
"P253","Paper","State-independent ionic conductivity","ionic_material","","Science (electrochemistry section)"
"MAT_Organic_salts_cyclopropenium_salts","Material","Organic salts cyclopropenium salts","material","",""
"MAT_SIEn_X__with_nine_equivalent_linear_alky","Material","SIEn·X) with nine equivalent linear alkyl chains","material","",""
"MAT_discotic_mesogens_with_cyclopropenium_co","Material","discotic mesogens with cyclopropenium core","material","",""
"METH_X_ray_crystallography","Method","X-ray crystallography","method","",""
"METH_Arrhenius_analysis","Method","Arrhenius analysis","method","",""
"P254","Paper","Perspectives for Polymer Electrolytes: A View from Fundamentals of Ionic Conductivity","hydrogel","2020","Macromolecules 2020, 53, 4141-4157 (Perspective)"
"MAT_Polymer_electrolytes__PEO_based","Material","Polymer electrolytes: PEO-based","material","",""
"MAT_gel_electrolytes","Material","gel electrolytes","material","",""
"MAT_composite_electrolytes","Material","composite electrolytes","material","",""
"MAT_lithium_salts__LiTFSI","Material","lithium salts (LiTFSI","material","",""
"MAT_LiPF__","Material","LiPF₆)","material","",""
"METH_fundamental_limitations","Method","fundamental limitations","method","",""
"METH_ion_ion_correlations","Method","ion-ion correlations","method","",""
"METH_polymer_electrolyte_design_strategies","Method","polymer electrolyte design strategies","method","",""
"P256","Paper","Developing Design Rules for Polyelectrolyte Complex Materials: Role of Polyelectrolyte Length, Charg","glass_transition","1021","Macromolecules (DOI: 10.1021/acs.macromol.6c00009, 2026)"
"MAT_homopolymer_PECs_with_varying_chain_leng","Material","homopolymer PECs with varying chain length","material","",""
"MAT_side_chain_chemistry","Material","side chain chemistry","material","",""
"MAT_backbone_chemistry","Material","backbone chemistry","material","",""
"METH_Compositional_studies_of_PEC_phase_behav","Method","Compositional studies of PEC phase behavior","method","",""
"METH_dynamics_and_mechanics_analysis","Method","dynamics and mechanics analysis","method","",""
"METH_glass_transition_humidity_measurement","Method","glass transition humidity measurement","method","",""
"METH_water_affinity_characterization","Method","water affinity characterization","method","",""
"P257","Paper","Molecular Mobility, Ion Mobility, and Mobile Ion Concentration in Poly(ethylene oxide)-Based Polyure","rheology","2008","Macromolecules 2008, 41, 5723-5728"
"MAT_anions_covalently_bound_to_polymer_chain","Material","anions covalently bound to polymer chains","material","",""
"METH_Dielectric_relaxation_spectroscopy","Method","Dielectric relaxation spectroscopy","method","",""
"METH_electrode_polarization_model_for_separat","Method","electrode polarization model for separating mobile","method","",""
"METH_ion_association_model__unpaired_ions","Method","ion association model (unpaired ions","method","",""
"METH_separated_ion_pairs","Method","separated ion pairs","method","",""
"METH_contact_ion_pairs_","Method","contact ion pairs)","method","",""
"INST_The_Pennsylvania_State_University__Depar","Institution","The Pennsylvania State University (Department of Materials Science and Engineeri","institution","",""
"P258","Paper","Solvent-free, supersoft and superelastic bottlebrush melts and networks","polymer_brush","2015","Nature Materials 2015 (DOI: 10.1038/NMAT4508)"
"MAT_Bottlebrush_macromolecules","Material","Bottlebrush macromolecules","material","",""
"METH_side_chain_length_diameter_control","Method","side chain length/diameter control","method","",""
"INST_University_of_North_Carolina_at_Chapel_H","Institution","University of North Carolina at Chapel Hill","institution","",""
"P259","Paper","High-Performance Polyethylene-Ionomer-Based Thermoplastic Elastomers Exhibiting Counteranion-Mediate","block_copolymer","1021","Macromolecules (DOI: 10.1021/acs.macromol.3c00066)"
"MAT_Ethylene_5_iodomethyl_2_norbornene_1_hex","Material","Ethylene/5-iodomethyl-2-norbornene/1-hexene terpolymers","material","",""
"MAT_CF_SO__","Material","CF₃SO₃⁻","material","",""
"MAT_or_Tf_N__counteranions","Material","or Tf₂N⁻ counteranions","material","",""
"METH_ionization_ion_exchange","Method","ionization/ion exchange","method","",""
"METH_elastic_recovery_measurement","Method","elastic recovery measurement","method","",""
"P260","Paper","Effect of Monomer Polarity on Polymer Dynamics, Glass Transition, and Ionic Conductivity of Polyethe","ionic_material","1021","Macromolecules (DOI: 10.1021/acs.macromol.5c02520, 2025)"
"MAT_Poly__PBO","Material","Poly (PBO","material","",""
"MAT___s_4__LiTFSI","Material","ε_s=4)/LiTFSI","material","",""
"MAT_poly__PPO","Material","poly (PPO","material","",""
"MAT___s_7__LiTFSI","Material","ε_s=7)/LiTFSI","material","",""
"MAT_poly__PECH","Material","poly (PECH","material","",""
"MAT___s_15__LiTFSI","Material","ε_s=15)/LiTFSI","material","",""
"METH_X_ray_scattering","Method","X-ray scattering","method","",""
"METH_Walden_rule_analysis","Method","Walden rule analysis","method","",""
"P261","Paper","Unraveling the pathway towards superionic transport in polymer electrolytes","ionic_material","2025","Materials Today 2025 (DOI: 10.1016/j.mattod.2025.06.043)"
"MAT_LiTFSI_doped_polymer_matrix_functionaliz","Material","LiTFSI-doped polymer matrix functionalized with zwitterionic","material","",""
"MAT_poly_electrolytes","Material","poly electrolytes","material","",""
"METH_Calorimetric_T_g_measurement","Method","Calorimetric T_g measurement","method","",""
"METH_ion_dynamics_analysis","Method","ion dynamics analysis","method","",""
"INST_Oak_Ridge_National_Laboratory","Institution","Oak Ridge National Laboratory","institution","",""
"P262","Paper","Directionally Aligned "Mechanical Balance" Design Enables Near-Frictionless Li⁺ Transport in Polymer","ionic_material","1021","JACS (DOI: 10.1021/jacs.5c13961, 2025)"
"MAT_in_situ_polymerized_1","Material","in situ-polymerized 1","material","",""
"MAT_3_dioxolane","Material","3-dioxolane","material","",""
"MAT_anchored_anion_clusters","Material","anchored anion clusters","material","",""
"MAT_lithium_metal_anode","Material","lithium metal anode","material","",""
"MAT_LiFePO__cathode","Material","LiFePO₄ cathode","material","",""
"MAT_LiNi___Co___Mn___O__high_voltage_cathode","Material","LiNi₀.₅Co₀.₂Mn₀.₃O₂ high-voltage cathode","material","",""
"METH_Mechanical_balance__zone_construction","Method","Mechanical balance  zone construction","method","",""
"METH_scaffold_design","Method","scaffold design","method","",""
"METH_in_situ_polymerization","Method","in situ polymerization","method","",""
"METH_battery_cycling_tests","Method","battery cycling tests","method","",""
"METH_pouch_cell_fabrication","Method","pouch cell fabrication","method","",""
"P263","Paper","Ion-size-dependent electroconvective transport in confined channels","ionic_material","2026","Physical Review E 2026, 113, 015416"
"MAT_Ion_selective_membranes_in_charged_confi","Material","Ion-selective membranes in charged confined channels","material","",""
"MAT_electrolyte_solutions_with_finite_size_i","Material","electrolyte solutions with finite-size ions","material","",""
"METH_Direct_numerical_simulations","Method","Direct numerical simulations","method","",""
"METH_modified_Poisson_Nernst_Planck_equations","Method","modified Poisson-Nernst-Planck equations with ioni","method","",""
"METH_electrohydrodynamic_coupling_analysis","Method","electrohydrodynamic coupling analysis","method","",""
"METH_Debye_number_and_steric_parameter_variat","Method","Debye number and steric parameter variation","method","",""
"P264","Paper","Analytical solution for diffusiophoretic mobility of soft particles considering finite ion size effe","other","2026","Physical Review E 2026, 113, 045412"
"MAT_Core_shell_soft_particles","Material","Core-shell soft particles","material","",""
"METH_Analytical_solution_derivation","Method","Analytical solution derivation","method","",""
"METH_flat_plate_geometry_approximation","Method","flat-plate geometry approximation","method","",""
"METH_ion_steric_exclusion_effect","Method","ion steric exclusion effect","method","",""
"METH_ion_partitioning_effect","Method","ion partitioning effect","method","",""
"METH_hydrophobic_core_consideration","Method","hydrophobic core consideration","method","",""
"INST_Birla_Institute_of_Technology_Mesra","Institution","Birla Institute of Technology Mesra","institution","",""
"P265","Paper","Piezoionic elastomers by phase and interface engineering for high-performance energy-harvesting iono","ionic_material","","(Supporting Information — main paper likely published separately)"
"METH_in_situ_XRD","Method","in situ XRD","method","",""
"METH_piezoionic_testing","Method","piezoionic testing","method","",""
"INST_Donghua_University__State_Key_Laboratory","Institution","Donghua University (State Key Laboratory for Modification of Chemical Fibers and","institution","",""
