paper_id,figure_or_table,content,key_observation,supported_conclusion,importance_level
P288,Fig. 6b,,,,
P288,Fig. 2c,,,,
P288,Fig. 4,,,,
P288,Fig. 2,,,,
P288,Fig. 7b,,,,
P288,Fig. 1,,,,
P288,Fig. 7,,,,
P288,Fig. 8,,,,
P288,Fig. 6,,,,
P288,Fig. 7a,,,,
P288,Fig. 3,,,,
P288,Fig. 6a,,,,
P288,Fig. 5,,,,
P289,Fig. 4,,,,
P289,Fig. 4a,,,,
P289,Fig. 7,,,,
P289,Fig. 1a,,,,
P289,Fig. 3b,,,,
P289,Fig. 9,,,,
P289,Fig. 5c,,,,
P289,Fig. 10d,,,,
P289,Fig. 9a,,,,
P289,Fig. 2,,,,
P289,Fig. 8,,,,
P289,Fig. 1,,,,
P289,Fig. 5e,,,,
P289,Fig. 5a,,,,
P289,Fig. 10,,,,
P289,Fig. 11,,,,
P289,Fig. 3a,,,,
P289,Fig. 4b,,,,
P289,Fig. 8a,,,,
P289,Fig. 10c,,,,
P289,Fig. 6a,,,,
P289,Fig. 1d,,,,
P289,Fig. 10a,,,,
P289,Fig. 6,,,,
P289,Fig. 3,,,,
P289,Fig. 5,,,,
P290,Fig. 3,,,,
P290,Fig. 15,,,,
P290,Fig. 16a,,,,
P290,Fig. 4,,,,
P290,Fig. 13a,,,,
P290,Fig. 17a,,,,
P290,Fig. 7,,,,
P290,Fig. 10b,,,,
P290,Fig. 9,,,,
P290,Fig. 13,,,,
P290,Fig. 2,,,,
P290,Fig. 8,,,,
P290,Fig. 14,,,,
P290,Fig. 1,,,,
P290,Fig. 13b,,,,
P290,Fig. 11c,,,,
P290,Fig. 10,,,,
P290,Fig. 11,,,,
P290,Fig. 9b,,,,
P290,Fig. 8a,,,,
P290,Fig. 12,,,,
P290,Fig. 8b,,,,
P290,Fig. 9c,,,,
P290,Fig. 16,,,,
P290,Fig. 11a,,,,
P290,Fig. 9d,,,,
P290,Fig. 16b,,,,
P290,Fig. 10a,,,,
P290,Fig. 6,,,,
P290,Fig. 9a,,,,
P290,Fig. 15b,,,,
P290,Fig. 5,,,,
P291,Fig. 2,,,,
P291,Fig. 4,,,,
P291,Fig. 1,,,,
P291,Fig. 3,,,,
P291,Fig. 5,,,,
P292,Fig. 6b,,,,
P292,Fig. 2d,,,,
P292,Fig. 4a,,,,
P292,Fig. 4,,,,
P292,Fig. 5d,,,,
P292,Fig. 1a,,,,
P292,Fig. 3b,,,,
P292,Fig. 6c,,,,
P292,Fig. 5c,,,,
P292,Fig. 2,,,,
P292,Fig. 1b,,,,
P292,Fig. 1,,,,
P292,Fig. 5a,,,,
P292,Fig. 3a,,,,
P292,Fig. 4b,,,,
P292,Fig. 2c,,,,
P292,Fig. 1c,,,,
P292,Fig. 6a,,,,
P292,Fig. 1d,,,,
P292,Fig. 1e,,,,
P292,Fig. 6,,,,
P292,Fig. 5b,,,,
P292,Fig. 3,,,,
P292,Fig. 2a,,,,
P292,Fig. 5,,,,
P293,Fig. 6b,,,,
P293,Fig. 2d,,,,
P293,Fig. 4a,,,,
P293,Fig. 4,,,,
P293,Fig. 5d,,,,
P293,Fig. 1a,,,,
P293,Fig. 3b,,,,
P293,Fig. 6c,,,,
P293,Fig. 5c,,,,
P293,Fig. 2,,,,
P293,Fig. 1b,,,,
P293,Fig. 1,,,,
P293,Fig. 5a,,,,
P293,Fig. 3a,,,,
P293,Fig. 4b,,,,
P293,Fig. 2c,,,,
P293,Fig. 1c,,,,
P293,Fig. 6a,,,,
P293,Fig. 1d,,,,
P293,Fig. 1e,,,,
P293,Fig. 6,,,,
P293,Fig. 5b,,,,
P293,Fig. 3,,,,
P293,Fig. 2a,,,,
P293,Fig. 5,,,,
P294,Fig. 4d,,,,
P294,Fig. 6b,,,,
P294,Fig. 2b,,,,
P294,Fig. 4,,,,
P294,Fig. 4a,,,,
P294,Fig. 5g,,,,
P294,Fig. 3e,,,,
P294,Fig. 1a,,,,
P294,Fig. 3b,,,,
P294,Fig. 3h,,,,
P294,Fig. 6c,,,,
P294,Fig. 5c,,,,
P294,Fig. 2,,,,
P294,Fig. 4g,,,,
P294,Fig. 1,,,,
P294,Fig. 5e,,,,
P294,Fig. 5h,,,,
P294,Fig. 3c,,,,
P294,Fig. 3a,,,,
P294,Fig. 4e,,,,
P294,Fig. 4b,,,,
P294,Fig. 2c,,,,
P294,Fig. 5i,,,,
P294,Fig. 6f,,,,
P294,Fig. 6a,,,,
P294,Fig. 6e,,,,
P294,Fig. 3d,,,,
P294,Fig. 6,,,,
P294,Fig. 5b,,,,
P294,Fig. 3,,,,
P294,Fig. 4c,,,,
P294,Fig. 2a,,,,
P294,Fig. 5,,,,
P295,Fig. 4d,,,,
P295,Fig. 6b,,,,
P295,Fig. 2d,,,,
P295,Fig. 2b,,,,
P295,Fig. 4,,,,
P295,Fig. 4a,,,,
P295,Fig. 7,,,,
P295,Fig. 3b,,,,
P295,Fig. 6c,,,,
P295,Fig. 5c,,,,
P295,Fig. 4f,,,,
P295,Fig. 2,,,,
P295,Fig. 8,,,,
P295,Fig. 4g,,,,
P295,Fig. 1,,,,
P295,Fig. 5a,,,,
P295,Fig. 1i,,,,
P295,Fig. 3c,,,,
P295,Fig. 3a,,,,
P295,Fig. 4e,,,,
P295,Fig. 4b,,,,
P295,Fig. 2c,,,,
P295,Fig. 7a,,,,
P295,Fig. 7c,,,,
P295,Fig. 6a,,,,
P295,Fig. 6,,,,
P295,Fig. 5b,,,,
P295,Fig. 3,,,,
P295,Fig. 4c,,,,
P295,Fig. 2a,,,,
P295,Fig. 5,,,,
P296,Fig. 2,,,,
P296,Fig. 4,,,,
P296,Fig. 8,,,,
P296,Fig. 10c,,,,
P296,Fig. 1,,,,
P296,Fig. 7,,,,
P296,Fig. 10b,,,,
P296,Fig. 6,,,,
P296,Fig. 7c,,,,
P296,Fig. 7a,,,,
P296,Fig. 3,,,,
P296,Fig. 9,,,,
P296,Fig. 5,,,,
P297,Fig. 2,,,,
P297,Fig. 4,,,,
P297,Fig. 1,,,,
P297,Fig. 3,,,,
P297,Fig. 5,,,,
P298,Fig. 3c,,,,
P298,Fig. 2e,,,,
P298,Fig. 2f,,,,
P298,Fig. 4d,,,,
P298,Fig. 2d,,,,
P298,Fig. 4b,,,,
P298,Fig. 2b,,,,
P298,Fig. 4e,,,,
P298,Fig. 2c,,,,
P298,Fig. 2,,,,
P298,Fig. 4a,,,,
P298,Fig. 1,,,,
P298,Fig. 3d,,,,
P298,Fig. 3,,,,
P298,Fig. 2a,,,,
P299,Fig. 4a,,,,
P299,Fig. 4,,,,
P299,Fig. 7b,,,,
P299,Fig. 5d,,,,
P299,Fig. 7,,,,
P299,Fig. 1a,,,,
P299,Fig. 5c,,,,
P299,Fig. 2,,,,
P299,Fig. 1b,,,,
P299,Fig. 1,,,,
P299,Fig. 5a,,,,
P299,Fig. 3c,,,,
P299,Fig. 4b,,,,
P299,Fig. 1c,,,,
P299,Fig. 7a,,,,
P299,Fig. 7f,,,,
P299,Fig. 7e,,,,
P299,Fig. 3d,,,,
P299,Fig. 6,,,,
P299,Fig. 5b,,,,
P299,Fig. 3,,,,
P299,Fig. 6c,,,,
P299,Fig. 5,,,,
P300,Fig. 4d,,,,
P300,Fig. 6b,,,,
P300,Fig. 2d,,,,
P300,Fig. 2b,,,,
P300,Fig. 6d,,,,
P300,Fig. 4a,,,,
P300,Fig. 4,,,,
P300,Fig. 7b,,,,
P300,Fig. 3g,,,,
P300,Fig. 5d,,,,
P300,Fig. 7,,,,
P300,Fig. 5g,,,,
P300,Fig. 1a,,,,
P300,Fig. 3h,,,,
P300,Fig. 2f,,,,
P300,Fig. 5c,,,,
P300,Fig. 2,,,,
P300,Fig. 8,,,,
P300,Fig. 1b,,,,
P300,Fig. 1,,,,
P300,Fig. 5e,,,,
P300,Fig. 5a,,,,
P300,Fig. 7d,,,,
P300,Fig. 5f,,,,
P300,Fig. 2e,,,,
P300,Fig. 4e,,,,
P300,Fig. 4b,,,,
P300,Fig. 2c,,,,
P300,Fig. 6f,,,,
P300,Fig. 7a,,,,
P300,Fig. 7c,,,,
P300,Fig. 8a,,,,
P300,Fig. 6a,,,,
P300,Fig. 7e,,,,
P300,Fig. 8b,,,,
P300,Fig. 3d,,,,
P300,Fig. 6,,,,
P300,Fig. 5b,,,,
P300,Fig. 3,,,,
P300,Fig. 4c,,,,
P300,Fig. 6c,,,,
P300,Fig. 5,,,,
P301,Fig. 2,,,,
P301,Fig. 4,,,,
P301,Fig. 1,,,,
P301,Fig. 6,,,,
P301,Fig. 3,,,,
P301,Fig. 5,,,,
P302,Fig. 4d,,,,
P302,Fig. 4a,,,,
P302,Fig. 13a,,,,
P302,Fig. 15d,,,,
P302,Fig. 5d,,,,
P302,Fig. 10b,,,,
P302,Fig. 1a,,,,
P302,Fig. 3b,,,,
P302,Fig. 9,,,,
P302,Fig. 12b,,,,
P302,Fig. 5c,,,,
P302,Fig. 14b,,,,
P302,Fig. 2,,,,
P302,Fig. 14c,,,,
P302,Fig. 15c,,,,
P302,Fig. 5a,,,,
P302,Fig. 15a,,,,
P302,Fig. 7d,,,,
P302,Fig. 3c,,,,
P302,Fig. 3a,,,,
P302,Fig. 9b,,,,
P302,Fig. 4b,,,,
P302,Fig. 2c,,,,
P302,Fig. 1c,,,,
P302,Fig. 7a,,,,
P302,Fig. 7c,,,,
P302,Fig. 8a,,,,
P302,Fig. 14a,,,,
P302,Fig. 8b,,,,
P302,Fig. 9c,,,,
P302,Fig. 1d,,,,
P302,Fig. 11a,,,,
P302,Fig. 9d,,,,
P302,Fig. 12a,,,,
P302,Fig. 10a,,,,
P302,Fig. 6,,,,
P302,Fig. 8c,,,,
P302,Fig. 11b,,,,
P302,Fig. 5b,,,,
P302,Fig. 9a,,,,
P302,Fig. 4c,,,,
P303,Fig. 4d,,,,
P303,Fig. 6b,,,,
P303,Fig. 2b,,,,
P303,Fig. 6d,,,,
P303,Fig. 4a,,,,
P303,Fig. 4,,,,
P303,Fig. 5d,,,,
P303,Fig. 3b,,,,
P303,Fig. 2f,,,,
P303,Fig. 5c,,,,
P303,Fig. 2,,,,
P303,Fig. 1,,,,
P303,Fig. 6g,,,,
P303,Fig. 5a,,,,
P303,Fig. 3c,,,,
P303,Fig. 2e,,,,
P303,Fig. 3a,,,,
P303,Fig. 4b,,,,
P303,Fig. 2c,,,,
P303,Fig. 6f,,,,
P303,Fig. 6a,,,,
P303,Fig. 6e,,,,
P303,Fig. 3d,,,,
P303,Fig. 6,,,,
P303,Fig. 5b,,,,
P303,Fig. 3,,,,
P303,Fig. 4c,,,,
P303,Fig. 2a,,,,
P303,Fig. 5,,,,
P304,Fig. 207,,,,
P304,Fig. 2,,,,
P304,Fig. 160,,,,
P304,Fig. 4,,,,
P304,Fig. 208,,,,
P304,Fig. 1,,,,
P304,Fig. 206,,,,
P304,Fig. 3,,,,
P304,Fig. 5,,,,
P305,Fig. 3a,,,,
P305,Fig. 2,,,,
P305,Fig. 2s,,,,
P305,Fig. 4,,,,
P305,Fig. 1,,,,
P305,Fig. 2a,,,,
P305,Fig. 6,,,,
P305,Fig. 3,,,,
P305,Fig. 1s,,,,
P305,Fig. 5,,,,
P306,Fig. 4d,,,,
P306,Fig. 2d,,,,
P306,Fig. 2b,,,,
P306,Fig. 4a,,,,
P306,Fig. 5d,,,,
P306,Fig. 5g,,,,
P306,Fig. 1a,,,,
P306,Fig. 3b,,,,
P306,Fig. 5c,,,,
P306,Fig. 1b,,,,
P306,Fig. 5e,,,,
P306,Fig. 5a,,,,
P306,Fig. 3c,,,,
P306,Fig. 3a,,,,
P306,Fig. 4b,,,,
P306,Fig. 1c,,,,
P306,Fig. 5b,,,,
P306,Fig. 4c,,,,
P306,Fig. 2a,,,,
P316,Fig. 2b,,,,
P316,Fig. 4a,,,,
P316,Fig. 4,,,,
P316,Fig. 1a,,,,
P316,Fig. 3b,,,,
P316,Fig. 5c,,,,
P316,Fig. 2,,,,
P316,Fig. 1b,,,,
P316,Fig. 1,,,,
P316,Fig. 5a,,,,
P316,Fig. 3c,,,,
P316,Fig. 3a,,,,
P316,Fig. 1c,,,,
P316,Fig. 3f,,,,
P316,Fig. 1d,,,,
P316,Fig. 3d,,,,
P316,Fig. 5b,,,,
P316,Fig. 3,,,,
P316,Fig. 4c,,,,
P316,Fig. 2a,,,,
P316,Fig. 5,,,,
P319,Fig. 4,,,,
P319,Fig. 13a,,,,
P319,Fig. 7,,,,
P319,Fig. 5d,,,,
P319,Fig. 10b,,,,
P319,Fig. 11p,,,,
P319,Fig. 3b,,,,
P319,Fig. 9,,,,
P319,Fig. 12b,,,,
P319,Fig. 4f,,,,
P319,Fig. 13,,,,
P319,Fig. 2,,,,
P319,Fig. 8,,,,
P319,Fig. 1,,,,
P319,Fig. 13b,,,,
P319,Fig. 11c,,,,
P319,Fig. 13c,,,,
P319,Fig. 5a,,,,
P319,Fig. 10,,,,
P319,Fig. 11,,,,
P319,Fig. 3a,,,,
P319,Fig. 4t,,,,
P319,Fig. 6f,,,,
P319,Fig. 13d,,,,
P319,Fig. 8a,,,,
P319,Fig. 12,,,,
P319,Fig. 8b,,,,
P319,Fig. 11a,,,,
P319,Fig. 12a,,,,
P319,Fig. 6,,,,
P319,Fig. 11b,,,,
P319,Fig. 5b,,,,
P319,Fig. 3,,,,
P319,Fig. 6c,,,,
P319,Fig. 5,,,,
P320,Fig. 2,,,,
P320,Fig. 4,,,,
P320,Fig. 1,,,,
P320,Fig. 7,,,,
P320,Fig. 6,,,,
P320,Fig. 3,,,,
P320,Fig. 5,,,,
P321,Fig. 6b,,,,
P321,Fig. 4,,,,
P321,Fig. 7b,,,,
P321,Fig. 8d,,,,
P321,Fig. 11d,,,,
P321,Fig. 7,,,,
P321,Fig. 10b,,,,
P321,Fig. 1a,,,,
P321,Fig. 9,,,,
P321,Fig. 8k,,,,
P321,Fig. 10d,,,,
P321,Fig. 9a,,,,
P321,Fig. 8j,,,,
P321,Fig. 2,,,,
P321,Fig. 8,,,,
P321,Fig. 1b,,,,
P321,Fig. 1,,,,
P321,Fig. 11c,,,,
P321,Fig. 7d,,,,
P321,Fig. 10,,,,
P321,Fig. 11,,,,
P321,Fig. 8f,,,,
P321,Fig. 9b,,,,
P321,Fig. 8i,,,,
P321,Fig. 11f,,,,
P321,Fig. 7a,,,,
P321,Fig. 7c,,,,
P321,Fig. 8a,,,,
P321,Fig. 10c,,,,
P321,Fig. 6a,,,,
P321,Fig. 8b,,,,
P321,Fig. 9c,,,,
P321,Fig. 11a,,,,
P321,Fig. 8l,,,,
P321,Fig. 10a,,,,
P321,Fig. 8e,,,,
P321,Fig. 11e,,,,
P321,Fig. 6,,,,
P321,Fig. 11b,,,,
P321,Fig. 3,,,,
P321,Fig. 6c,,,,
P321,Fig. 5,,,,
P322,Fig. 6b,,,,
P322,Fig. 2d,,,,
P322,Fig. 2b,,,,
P322,Fig. 6d,,,,
P322,Fig. 4,,,,
P322,Fig. 5d,,,,
P322,Fig. 3e,,,,
P322,Fig. 1a,,,,
P322,Fig. 3b,,,,
P322,Fig. 6c,,,,
P322,Fig. 5c,,,,
P322,Fig. 4f,,,,
P322,Fig. 2,,,,
P322,Fig. 1b,,,,
P322,Fig. 1,,,,
P322,Fig. 5e,,,,
P322,Fig. 5a,,,,
P322,Fig. 3a,,,,
P322,Fig. 4b,,,,
P322,Fig. 2c,,,,
P322,Fig. 6a,,,,
P322,Fig. 3d,,,,
P322,Fig. 6,,,,
P322,Fig. 5b,,,,
P322,Fig. 3,,,,
P322,Fig. 2a,,,,
P322,Fig. 5,,,,
P323,Fig. 6b,,,,
P323,Fig. 2b,,,,
P323,Fig. 4,,,,
P323,Fig. 2s,,,,
P323,Fig. 7b,,,,
P323,Fig. 7,,,,
P323,Fig. 10b,,,,
P323,Fig. 3b,,,,
P323,Fig. 9,,,,
P323,Fig. 4s,,,,
P323,Fig. 2,,,,
P323,Fig. 8,,,,
P323,Fig. 1,,,,
P323,Fig. 10,,,,
P323,Fig. 11,,,,
P323,Fig. 3a,,,,
P323,Fig. 12s,,,,
P323,Fig. 7a,,,,
P323,Fig. 8a,,,,
P323,Fig. 12,,,,
P323,Fig. 10a,,,,
P323,Fig. 6,,,,
P323,Fig. 11b,,,,
P323,Fig. 3,,,,
P323,Fig. 5,,,,
P324,Fig. 3c,,,,
P324,Fig. 3a,,,,
P324,Fig. 4d,,,,
P324,Fig. 2,,,,
P324,Fig. 4,,,,
P324,Fig. 4a,,,,
P324,Fig. 5f,,,,
P324,Fig. 1,,,,
P324,Fig. 5e,,,,
P324,Fig. 1a,,,,
P324,Fig. 3b,,,,
P324,Fig. 5a,,,,
P324,Fig. 3,,,,
P324,Fig. 5,,,,
P325,Fig. 15,,,,
P325,Fig. 16w,,,,
P325,Fig. 4,,,,
P325,Fig. 7,,,,
P325,Fig. 10b,,,,
P325,Fig. 17,,,,
P325,Fig. 9,,,,
P325,Fig. 19c,,,,
P325,Fig. 18,,,,
P325,Fig. 13,,,,
P325,Fig. 2,,,,
P325,Fig. 8,,,,
P325,Fig. 14,,,,
P325,Fig. 1,,,,
P325,Fig. 14c,,,,
P325,Fig. 19b,,,,
P325,Fig. 13c,,,,
P325,Fig. 19a,,,,
P325,Fig. 1w,,,,
P325,Fig. 10,,,,
P325,Fig. 11,,,,
P325,Fig. 3a,,,,
P325,Fig. 4b,,,,
P325,Fig. 19,,,,
P325,Fig. 18w,,,,
P325,Fig. 14d,,,,
P325,Fig. 12,,,,
P325,Fig. 16,,,,
P325,Fig. 5w,,,,
P325,Fig. 10a,,,,
P325,Fig. 5,,,,
P325,Fig. 6,,,,
P325,Fig. 8c,,,,
P325,Fig. 11b,,,,
P325,Fig. 3,,,,
P325,Fig. 10w,,,,
P326,Fig. 2,,,,
P326,Fig. 4,,,,
P326,Fig. 1,,,,
P326,Fig. 7,,,,
P326,Fig. 6,,,,
P326,Fig. 3,,,,
P326,Fig. 5,,,,
P327,Fig. 6b,,,,
P327,Fig. 2d,,,,
P327,Fig. 4,,,,
P327,Fig. 5g,,,,
P327,Fig. 3e,,,,
P327,Fig. 2i,,,,
P327,Fig. 5c,,,,
P327,Fig. 2,,,,
P327,Fig. 1b,,,,
P327,Fig. 1,,,,
P327,Fig. 5e,,,,
P327,Fig. 5a,,,,
P327,Fig. 5h,,,,
P327,Fig. 5f,,,,
P327,Fig. 3a,,,,
P327,Fig. 2c,,,,
P327,Fig. 1c,,,,
P327,Fig. 5i,,,,
P327,Fig. 4j,,,,
P327,Fig. 2j,,,,
P327,Fig. 3f,,,,
P327,Fig. 6a,,,,
P327,Fig. 1d,,,,
P327,Fig. 2h,,,,
P327,Fig. 6e,,,,
P327,Fig. 1e,,,,
P327,Fig. 3d,,,,
P327,Fig. 6,,,,
P327,Fig. 3,,,,
P327,Fig. 2k,,,,
P327,Fig. 4c,,,,
P327,Fig. 5,,,,
P328,Fig. 4d,,,,
P328,Fig. 2d,,,,
P328,Fig. 2b,,,,
P328,Fig. 4a,,,,
P328,Fig. 5d,,,,
P328,Fig. 5g,,,,
P328,Fig. 1a,,,,
P328,Fig. 3b,,,,
P328,Fig. 5c,,,,
P328,Fig. 1b,,,,
P328,Fig. 5e,,,,
P328,Fig. 5a,,,,
P328,Fig. 3c,,,,
P328,Fig. 3a,,,,
P328,Fig. 4b,,,,
P328,Fig. 1c,,,,
P328,Fig. 5b,,,,
P328,Fig. 4c,,,,
P328,Fig. 2a,,,,
P329,Fig. 2,,,,
P329,Fig. 4,,,,
P329,Fig. 1,,,,
P329,Fig. 1a,,,,
P329,Fig. 6,,,,
P329,Fig. 3,,,,
P329,Fig. 5s,,,,
P329,Fig. 5,,,,
P330,Fig. 1,,,,
P331,Fig. 2,,,,
P331,Fig. 4,,,,
P331,Fig. 1,,,,
P331,Fig. 3,,,,
P332,Fig. 1,,,,
P333,Fig. 15,,,,
P333,Fig. 4,,,,
P333,Fig. 7,,,,
P333,Fig. 17,,,,
P333,Fig. 9,,,,
P333,Fig. 18,,,,
P333,Fig. 13,,,,
P333,Fig. 2,,,,
P333,Fig. 8,,,,
P333,Fig. 1b,,,,
P333,Fig. 14,,,,
P333,Fig. 1,,,,
P333,Fig. 21,,,,
P333,Fig. 15a,,,,
P333,Fig. 10,,,,
P333,Fig. 11,,,,
P333,Fig. 19,,,,
P333,Fig. 20,,,,
P333,Fig. 12,,,,
P333,Fig. 16,,,,
P333,Fig. 6,,,,
P333,Fig. 3,,,,
P333,Fig. 15b,,,,
P333,Fig. 5,,,,
P334,Fig. 1,,,,
P336,Fig. 4d,,,,
P336,Fig. 2d,,,,
P336,Fig. 2b,,,,
P336,Fig. 4,,,,
P336,Fig. 4a,,,,
P336,Fig. 3g,,,,
P336,Fig. 7,,,,
P336,Fig. 5d,,,,
P336,Fig. 17a,,,,
P336,Fig. 1f,,,,
P336,Fig. 1a,,,,
P336,Fig. 2i,,,,
P336,Fig. 1g,,,,
P336,Fig. 6i,,,,
P336,Fig. 3h,,,,
P336,Fig. 13f,,,,
P336,Fig. 18,,,,
P336,Fig. 5c,,,,
P336,Fig. 5j,,,,
P336,Fig. 2,,,,
P336,Fig. 1b,,,,
P336,Fig. 1,,,,
P336,Fig. 13c,,,,
P336,Fig. 5a,,,,
P336,Fig. 2g,,,,
P336,Fig. 5h,,,,
P336,Fig. 10,,,,
P336,Fig. 11,,,,
P336,Fig. 5f,,,,
P336,Fig. 3c,,,,
P336,Fig. 2e,,,,
P336,Fig. 3a,,,,
P336,Fig. 4b,,,,
P336,Fig. 1h,,,,
P336,Fig. 2c,,,,
P336,Fig. 1c,,,,
P336,Fig. 5i,,,,
P336,Fig. 6f,,,,
P336,Fig. 2j,,,,
P336,Fig. 12,,,,
P336,Fig. 3f,,,,
P336,Fig. 6a,,,,
P336,Fig. 1d,,,,
P336,Fig. 6e,,,,
P336,Fig. 1e,,,,
P336,Fig. 17b,,,,
P336,Fig. 3d,,,,
P336,Fig. 6,,,,
P336,Fig. 16c,,,,
P336,Fig. 3,,,,
P336,Fig. 17e,,,,
P336,Fig. 4c,,,,
P336,Fig. 2a,,,,
P336,Fig. 5,,,,
P337,Fig. 4d,,,,
P337,Fig. 2d,,,,
P337,Fig. 2b,,,,
P337,Fig. 4,,,,
P337,Fig. 4a,,,,
P337,Fig. 3g,,,,
P337,Fig. 3e,,,,
P337,Fig. 1a,,,,
P337,Fig. 3b,,,,
P337,Fig. 3h,,,,
P337,Fig. 2f,,,,
P337,Fig. 5c,,,,
P337,Fig. 4f,,,,
P337,Fig. 2,,,,
P337,Fig. 4g,,,,
P337,Fig. 1,,,,
P337,Fig. 5a,,,,
P337,Fig. 2g,,,,
P337,Fig. 3c,,,,
P337,Fig. 3a,,,,
P337,Fig. 4e,,,,
P337,Fig. 4b,,,,
P337,Fig. 3i,,,,
P337,Fig. 3f,,,,
P337,Fig. 3d,,,,
P337,Fig. 5b,,,,
P337,Fig. 3,,,,
P337,Fig. 5,,,,
P338,Fig. 3a,,,,
P338,Fig. 9b,,,,
P338,Fig. 2b,,,,
P338,Fig. 2,,,,
P338,Fig. 4,,,,
P338,Fig. 1b,,,,
P338,Fig. 8,,,,
P338,Fig. 1,,,,
P338,Fig. 7,,,,
P338,Fig. 7b,,,,
P338,Fig. 1a,,,,
P338,Fig. 3b,,,,
P338,Fig. 6,,,,
P338,Fig. 3,,,,
P338,Fig. 9,,,,
P338,Fig. 10,,,,
P338,Fig. 2a,,,,
P338,Fig. 5,,,,
P339,Fig. 3a,,,,
P339,Fig. 6b,,,,
P339,Fig. 4b,,,,
P339,Fig. 2,,,,
P339,Fig. 2s,,,,
P339,Fig. 4,,,,
P339,Fig. 4a,,,,
P339,Fig. 1,,,,
P339,Fig. 7,,,,
P339,Fig. 8,,,,
P339,Fig. 6,,,,
P339,Fig. 7i,,,,
P339,Fig. 3,,,,
P339,Fig. 6a,,,,
P339,Fig. 6c,,,,
P339,Fig. 5,,,,
P340,Fig. 6b,,,,
P340,Fig. 2d,,,,
P340,Fig. 2b,,,,
P340,Fig. 4,,,,
P340,Fig. 4a,,,,
P340,Fig. 3g,,,,
P340,Fig. 5d,,,,
P340,Fig. 3e,,,,
P340,Fig. 1a,,,,
P340,Fig. 3b,,,,
P340,Fig. 3h,,,,
P340,Fig. 6c,,,,
P340,Fig. 2f,,,,
P340,Fig. 5c,,,,
P340,Fig. 2,,,,
P340,Fig. 1b,,,,
P340,Fig. 1,,,,
P340,Fig. 5e,,,,
P340,Fig. 5a,,,,
P340,Fig. 5f,,,,
P340,Fig. 3c,,,,
P340,Fig. 2e,,,,
P340,Fig. 3a,,,,
P340,Fig. 4b,,,,
P340,Fig. 2c,,,,
P340,Fig. 3i,,,,
P340,Fig. 1c,,,,
P340,Fig. 3f,,,,
P340,Fig. 6a,,,,
P340,Fig. 3d,,,,
P340,Fig. 6,,,,
P340,Fig. 5b,,,,
P340,Fig. 3,,,,
P340,Fig. 4c,,,,
P340,Fig. 2a,,,,
P340,Fig. 5,,,,
P341,Fig. 4,,,,
P341,Fig. 7,,,,
P341,Fig. 1a,,,,
P341,Fig. 2t,,,,
P341,Fig. 2f,,,,
P341,Fig. 5c,,,,
P341,Fig. 2,,,,
P341,Fig. 1b,,,,
P341,Fig. 1,,,,
P341,Fig. 5a,,,,
P341,Fig. 5f,,,,
P341,Fig. 3a,,,,
P341,Fig. 6f,,,,
P341,Fig. 7a,,,,
P341,Fig. 7c,,,,
P341,Fig. 7f,,,,
P341,Fig. 6a,,,,
P341,Fig. 6e,,,,
P341,Fig. 6,,,,
P341,Fig. 5b,,,,
P341,Fig. 3,,,,
P341,Fig. 6c,,,,
P341,Fig. 5,,,,
P342,Fig. 2,,,,
P342,Fig. 1,,,,
P342,Fig. 3,,,,
P343,Fig. 2,,,,
P343,Fig. 4,,,,
P343,Fig. 1,,,,
P343,Fig. 6,,,,
P343,Fig. 3,,,,
P343,Fig. 6c,,,,
P343,Fig. 5,,,,
P344,Fig. 2,,,,
P344,Fig. 4,,,,
P344,Fig. 1,,,,
P344,Fig. 6,,,,
P344,Fig. 3,,,,
P344,Fig. 5,,,,
P345,Fig. 2,,,,
P345,Fig. 4,,,,
P345,Fig. 8,,,,
P345,Fig. 1,,,,
P345,Fig. 7,,,,
P345,Fig. 6,,,,
P345,Fig. 3,,,,
P345,Fig. 9,,,,
P345,Fig. 12,,,,
P345,Fig. 10,,,,
P345,Fig. 11,,,,
P345,Fig. 5,,,,
P346,Fig. 4d,,,,
P346,Fig. 6b,,,,
P346,Fig. 2b,,,,
P346,Fig. 6d,,,,
P346,Fig. 4,,,,
P346,Fig. 8d,,,,
P346,Fig. 7b,,,,
P346,Fig. 5d,,,,
P346,Fig. 7,,,,
P346,Fig. 5g,,,,
P346,Fig. 8o,,,,
P346,Fig. 1a,,,,
P346,Fig. 3b,,,,
P346,Fig. 9,,,,
P346,Fig. 6c,,,,
P346,Fig. 5c,,,,
P346,Fig. 2,,,,
P346,Fig. 8,,,,
P346,Fig. 1b,,,,
P346,Fig. 1,,,,
P346,Fig. 5e,,,,
P346,Fig. 5a,,,,
P346,Fig. 5f,,,,
P346,Fig. 3c,,,,
P346,Fig. 3a,,,,
P346,Fig. 8f,,,,
P346,Fig. 2c,,,,
P346,Fig. 7a,,,,
P346,Fig. 8a,,,,
P346,Fig. 6a,,,,
P346,Fig. 9h,,,,
P346,Fig. 9d,,,,
P346,Fig. 8e,,,,
P346,Fig. 3d,,,,
P346,Fig. 6,,,,
P346,Fig. 5b,,,,
P346,Fig. 3,,,,
P346,Fig. 2a,,,,
P346,Fig. 5,,,,
P347,Fig. 06,,,,
P347,Fig. 2,,,,
P347,Fig. 8,,,,
P347,Fig. 4,,,,
P347,Fig. 1,,,,
P347,Fig. 7,,,,
